date,Hour,ad_mwh
10/26/2018,22,1041
10/26/2018,23,977
10/26/2018,24,915
10/27/2018,1,863
10/27/2018,2,819
10/27/2018,3,815
10/27/2018,4,818
10/27/2018,5,823
10/27/2018,6,864
10/27/2018,7,922
10/27/2018,8,1011
10/27/2018,9,1076
10/27/2018,10,1114
10/27/2018,11,1133
10/27/2018,12,1121
10/27/2018,13,1086
10/27/2018,14,1069
10/27/2018,15,1078
10/27/2018,16,1076
10/27/2018,17,1102
10/27/2018,18,1123
10/27/2018,19,1136
10/27/2018,20,1131
10/27/2018,21,1094
10/27/2018,22,1059
10/27/2018,23,993
10/27/2018,24,936
10/28/2018,1,887
10/28/2018,2,845
10/28/2018,3,817
10/28/2018,4,807
10/28/2018,5,813
10/28/2018,6,829
10/28/2018,7,876
10/28/2018,8,935
10/28/2018,9,1000
10/28/2018,10,1047
10/28/2018,11,1079
10/28/2018,12,1098
10/28/2018,13,1076
10/28/2018,14,1067
10/28/2018,15,1067
10/28/2018,16,1085
10/28/2018,17,1111
10/28/2018,18,1171
10/28/2018,19,1195
10/28/2018,20,1200
10/28/2018,21,1155
10/28/2018,22,1105
10/28/2018,23,1021
10/28/2018,24,932
10/29/2018,1,872
10/29/2018,2,842
10/29/2018,3,831
10/29/2018,4,848
10/29/2018,5,886
10/29/2018,6,1000
10/29/2018,7,1144
10/29/2018,8,1243
10/29/2018,9,1249
10/29/2018,10,1238
10/29/2018,11,1218
10/29/2018,12,1218
10/29/2018,13,1211
10/29/2018,14,1199
10/29/2018,15,1194
10/29/2018,16,1189
10/29/2018,17,1210
10/29/2018,18,1245
10/29/2018,19,1275
10/29/2018,20,1268
10/29/2018,21,1220
10/29/2018,22,1160
10/29/2018,23,1069
10/29/2018,24,971
10/30/2018,1,906
10/30/2018,2,871
10/30/2018,3,851
10/30/2018,4,845
10/30/2018,5,887
10/30/2018,6,987
10/30/2018,7,1156
10/30/2018,8,1268
10/30/2018,9,1258
10/30/2018,10,1243
10/30/2018,11,1237
10/30/2018,12,1221
10/30/2018,13,1208
10/30/2018,14,1184
10/30/2018,15,1154
10/30/2018,16,1136
10/30/2018,17,1165
10/30/2018,18,1210
10/30/2018,19,1230
10/30/2018,20,1231
10/30/2018,21,1159
10/30/2018,22,1129
10/30/2018,23,1047
10/30/2018,24,956
10/31/2018,1,889
10/31/2018,2,853
10/31/2018,3,834
10/31/2018,4,842
10/31/2018,5,869
10/31/2018,6,972
10/31/2018,7,1137
10/31/2018,8,1252
10/31/2018,9,1259
10/31/2018,10,1244
10/31/2018,11,1232
10/31/2018,12,1230
10/31/2018,13,1220
10/31/2018,14,1211
10/31/2018,15,1198
10/31/2018,16,1196
10/31/2018,17,1203
10/31/2018,18,1236
10/31/2018,19,1221
10/31/2018,20,1175
10/31/2018,21,1143
10/31/2018,22,1097
10/31/2018,23,1010
10/31/2018,24,924
11/1/2018,1,864
11/1/2018,2,814
11/1/2018,3,765
11/1/2018,4,761
11/1/2018,5,785
11/1/2018,6,877
11/1/2018,7,1032
11/1/2018,8,1141
11/1/2018,9,1157
11/1/2018,10,1152
11/1/2018,11,1144
11/1/2018,12,1145
11/1/2018,13,1138
11/1/2018,14,1126
11/1/2018,15,1114
11/1/2018,16,1110
11/1/2018,17,1118
11/1/2018,18,1144
11/1/2018,19,1171
11/1/2018,20,1150
11/1/2018,21,1112
11/1/2018,22,1054
11/1/2018,23,965
11/1/2018,24,879
11/2/2018,1,822
11/2/2018,2,784
11/2/2018,3,769
11/2/2018,4,761
11/2/2018,5,786
11/2/2018,6,921
11/2/2018,7,1065
11/2/2018,8,1178
11/2/2018,9,1194
11/2/2018,10,1187
11/2/2018,11,1186
11/2/2018,12,1184
11/2/2018,13,1166
11/2/2018,14,1162
11/2/2018,15,1142
11/2/2018,16,1140
11/2/2018,17,1145
11/2/2018,18,1169
11/2/2018,19,1182
11/2/2018,20,1144
11/2/2018,21,1099
11/2/2018,22,1049
11/2/2018,23,987
11/2/2018,24,924
11/3/2018,1,872
11/3/2018,2,836
11/3/2018,3,810
11/3/2018,4,802
11/3/2018,5,809
11/3/2018,6,833
11/3/2018,7,887
11/3/2018,8,955
11/3/2018,9,1031
11/3/2018,10,1088
11/3/2018,11,1112
11/3/2018,12,1128
11/3/2018,13,1126
11/3/2018,14,1121
11/3/2018,15,1102
11/3/2018,16,1103
11/3/2018,17,1134
11/3/2018,18,1151
11/3/2018,19,1176
11/3/2018,20,1139
11/3/2018,21,1114
11/3/2018,22,1061
11/3/2018,23,1016
11/3/2018,24,956
11/4/2018,1,956
11/4/2018,2,859
11/4/2018,3,835
11/4/2018,4,814
11/4/2018,5,811
11/4/2018,6,819
11/4/2018,7,843
11/4/2018,8,896
11/4/2018,9,973
11/4/2018,10,1024
11/4/2018,11,1081
11/4/2018,12,1089
11/4/2018,13,1083
11/4/2018,14,1067
11/4/2018,15,1056
11/4/2018,16,1049
11/4/2018,17,1037
11/4/2018,18,1090
11/4/2018,19,1180
11/4/2018,20,1181
11/4/2018,21,1155
11/4/2018,22,1121
11/4/2018,23,1057
11/4/2018,24,981
11/4/2018,25,900
11/5/2018,1,854
11/5/2018,2,828
11/5/2018,3,812
11/5/2018,4,819
11/5/2018,5,867
11/5/2018,6,972
11/5/2018,7,1132
11/5/2018,8,1221
11/5/2018,9,1255
11/5/2018,10,1222
11/5/2018,11,1223
11/5/2018,12,1185
11/5/2018,13,1179
11/5/2018,14,1172
11/5/2018,15,1175
11/5/2018,16,1181
11/5/2018,17,1221
11/5/2018,18,1284
11/5/2018,19,1284
11/5/2018,20,1243
11/5/2018,21,1202
11/5/2018,22,1138
11/5/2018,23,1051
11/5/2018,24,948
11/6/2018,1,896
11/6/2018,2,860
11/6/2018,3,849
11/6/2018,4,852
11/6/2018,5,900
11/6/2018,6,1006
11/6/2018,7,1190
11/6/2018,8,1304
11/6/2018,9,1260
11/6/2018,10,1249
11/6/2018,11,1231
11/6/2018,12,1223
11/6/2018,13,1211
11/6/2018,14,1196
11/6/2018,15,1189
11/6/2018,16,1174
11/6/2018,17,1210
11/6/2018,18,1278
11/6/2018,19,1271
11/6/2018,20,1234
11/6/2018,21,1194
11/6/2018,22,1125
11/6/2018,23,1042
11/6/2018,24,951
11/7/2018,1,905
11/7/2018,2,865
11/7/2018,3,855
11/7/2018,4,861
11/7/2018,5,906
11/7/2018,6,1021
11/7/2018,7,1166
11/7/2018,8,1269
11/7/2018,9,1283
11/7/2018,10,1270
11/7/2018,11,1260
11/7/2018,12,1228
11/7/2018,13,1241
11/7/2018,14,1208
11/7/2018,15,1178
11/7/2018,16,1193
11/7/2018,17,1237
11/7/2018,18,1325
11/7/2018,19,1336
11/7/2018,20,1313
11/7/2018,21,1276
11/7/2018,22,1209
11/7/2018,23,1118
11/7/2018,24,1024
11/8/2018,1,978
11/8/2018,2,938
11/8/2018,3,875
11/8/2018,4,893
11/8/2018,5,937
11/8/2018,6,1061
11/8/2018,7,1254
11/8/2018,8,1352
11/8/2018,9,1335
11/8/2018,10,1304
11/8/2018,11,1267
11/8/2018,12,1233
11/8/2018,13,1206
11/8/2018,14,1191
11/8/2018,15,1179
11/8/2018,16,1180
11/8/2018,17,1233
11/8/2018,18,1320
11/8/2018,19,1319
11/8/2018,20,1285
11/8/2018,21,1254
11/8/2018,22,1191
11/8/2018,23,1096
11/8/2018,24,1020
11/9/2018,1,962
11/9/2018,2,933
11/9/2018,3,915
11/9/2018,4,923
11/9/2018,5,997
11/9/2018,6,1125
11/9/2018,7,1315
11/9/2018,8,1425
11/9/2018,9,1422
11/9/2018,10,1416
11/9/2018,11,1404
11/9/2018,12,1409
11/9/2018,13,1396
11/9/2018,14,1387
11/9/2018,15,1351
11/9/2018,16,1378
11/9/2018,17,1418
11/9/2018,18,1441
11/9/2018,19,1397
11/9/2018,20,1341
11/9/2018,21,1296
11/9/2018,22,1225
11/9/2018,23,1148
11/9/2018,24,1066
11/10/2018,1,998
11/10/2018,2,967
11/10/2018,3,946
11/10/2018,4,938
11/10/2018,5,957
11/10/2018,6,1000
11/10/2018,7,1064
11/10/2018,8,1145
11/10/2018,9,1239
11/10/2018,10,1272
11/10/2018,11,1262
11/10/2018,12,1222
11/10/2018,13,1185
11/10/2018,14,1135
11/10/2018,15,1105
11/10/2018,16,1133
11/10/2018,17,1193
11/10/2018,18,1263
11/10/2018,19,1271
11/10/2018,20,1240
11/10/2018,21,1216
11/10/2018,22,1161
11/10/2018,23,1098
11/10/2018,24,1040
11/11/2018,1,998
11/11/2018,2,963
11/11/2018,3,948
11/11/2018,4,952
11/11/2018,5,962
11/11/2018,6,998
11/11/2018,7,1059
11/11/2018,8,1133
11/11/2018,9,1195
11/11/2018,10,1220
11/11/2018,11,1204
11/11/2018,12,1202
11/11/2018,13,1179
11/11/2018,14,1183
11/11/2018,15,1181
11/11/2018,16,1188
11/11/2018,17,1230
11/11/2018,18,1314
11/11/2018,19,1328
11/11/2018,20,1315
11/11/2018,21,1272
11/11/2018,22,1217
11/11/2018,23,1130
11/11/2018,24,1048
11/12/2018,1,1001
11/12/2018,2,978
11/12/2018,3,962
11/12/2018,4,974
11/12/2018,5,1036
11/12/2018,6,1145
11/12/2018,7,1273
11/12/2018,8,1374
11/12/2018,9,1412
11/12/2018,10,1411
11/12/2018,11,1362
11/12/2018,12,1325
11/12/2018,13,1283
11/12/2018,14,1249
11/12/2018,15,1184
11/12/2018,16,1215
11/12/2018,17,1283
11/12/2018,18,1360
11/12/2018,19,1360
11/12/2018,20,1334
11/12/2018,21,1280
11/12/2018,22,1207
11/12/2018,23,1116
11/12/2018,24,1024
11/13/2018,1,971
11/13/2018,2,940
11/13/2018,3,922
11/13/2018,4,930
11/13/2018,5,988
11/13/2018,6,1107
11/13/2018,7,1296
11/13/2018,8,1396
11/13/2018,9,1382
11/13/2018,10,1338
11/13/2018,11,1296
11/13/2018,12,1306
11/13/2018,13,1270
11/13/2018,14,1259
11/13/2018,15,1220
11/13/2018,16,1240
11/13/2018,17,1300
11/13/2018,18,1364
11/13/2018,19,1354
11/13/2018,20,1318
11/13/2018,21,1277
11/13/2018,22,1207
11/13/2018,23,1098
11/13/2018,24,1004
11/14/2018,1,941
11/14/2018,2,890
11/14/2018,3,892
11/14/2018,4,890
11/14/2018,5,940
11/14/2018,6,1059
11/14/2018,7,1248
11/14/2018,8,1347
11/14/2018,9,1335
11/14/2018,10,1331
11/14/2018,11,1275
11/14/2018,12,1282
11/14/2018,13,1260
11/14/2018,14,1256
11/14/2018,15,1254
11/14/2018,16,1249
11/14/2018,17,1293
11/14/2018,18,1336
11/14/2018,19,1312
11/14/2018,20,1278
11/14/2018,21,1239
11/14/2018,22,1173
11/14/2018,23,1072
11/14/2018,24,978
11/15/2018,1,916
11/15/2018,2,873
11/15/2018,3,808
11/15/2018,4,810
11/15/2018,5,844
11/15/2018,6,957
11/15/2018,7,1125
11/15/2018,8,1228
11/15/2018,9,1231
11/15/2018,10,1216
11/15/2018,11,1189
11/15/2018,12,1156
11/15/2018,13,1171
11/15/2018,14,1173
11/15/2018,15,1147
11/15/2018,16,1161
11/15/2018,17,1201
11/15/2018,18,1251
11/15/2018,19,1230
11/15/2018,20,1196
11/15/2018,21,1158
11/15/2018,22,1095
11/15/2018,23,996
11/15/2018,24,912
11/16/2018,1,845
11/16/2018,2,806
11/16/2018,3,789
11/16/2018,4,788
11/16/2018,5,822
11/16/2018,6,921
11/16/2018,7,1085
11/16/2018,8,1202
11/16/2018,9,1217
11/16/2018,10,1215
11/16/2018,11,1211
11/16/2018,12,1194
11/16/2018,13,1171
11/16/2018,14,1164
11/16/2018,15,1137
11/16/2018,16,1149
11/16/2018,17,1283
11/16/2018,18,1244
11/16/2018,19,1213
11/16/2018,20,1164
11/16/2018,21,1120
11/16/2018,22,1067
11/16/2018,23,999
11/16/2018,24,938
11/17/2018,1,882
11/17/2018,2,845
11/17/2018,3,828
11/17/2018,4,827
11/17/2018,5,857
11/17/2018,6,928
11/17/2018,7,1006
11/17/2018,8,1102
11/17/2018,9,1179
11/17/2018,10,1199
11/17/2018,11,1196
11/17/2018,12,1173
11/17/2018,13,1148
11/17/2018,14,1116
11/17/2018,15,1104
11/17/2018,16,1108
11/17/2018,17,1161
11/17/2018,18,1238
11/17/2018,19,1239
11/17/2018,20,1199
11/17/2018,21,1184
11/17/2018,22,1148
11/17/2018,23,1086
11/17/2018,24,1023
11/18/2018,1,983
11/18/2018,2,944
11/18/2018,3,933
11/18/2018,4,929
11/18/2018,5,936
11/18/2018,6,989
11/18/2018,7,1048
11/18/2018,8,1119
11/18/2018,9,1181
11/18/2018,10,1202
11/18/2018,11,1203
11/18/2018,12,1185
11/18/2018,13,1169
11/18/2018,14,1141
11/18/2018,15,1131
11/18/2018,16,1141
11/18/2018,17,1216
11/18/2018,18,1300
11/18/2018,19,1301
11/18/2018,20,1261
11/18/2018,21,1266
11/18/2018,22,1205
11/18/2018,23,1123
11/18/2018,24,1032
11/19/2018,1,979
11/19/2018,2,955
11/19/2018,3,947
11/19/2018,4,963
11/19/2018,5,1036
11/19/2018,6,1158
11/19/2018,7,1343
11/19/2018,8,1460
11/19/2018,9,1437
11/19/2018,10,1395
11/19/2018,11,1345
11/19/2018,12,1307
11/19/2018,13,1290
11/19/2018,14,1261
11/19/2018,15,1235
11/19/2018,16,1245
11/19/2018,17,1310
11/19/2018,18,1392
11/19/2018,19,1381
11/19/2018,20,1363
11/19/2018,21,1322
11/19/2018,22,1254
11/19/2018,23,1165
11/19/2018,24,1072
11/20/2018,1,1008
11/20/2018,2,976
11/20/2018,3,966
11/20/2018,4,983
11/20/2018,5,1027
11/20/2018,6,1155
11/20/2018,7,1330
11/20/2018,8,1440
11/20/2018,9,1432
11/20/2018,10,1404
11/20/2018,11,1350
11/20/2018,12,1310
11/20/2018,13,1288
11/20/2018,14,1262
11/20/2018,15,1250
11/20/2018,16,1259
11/20/2018,17,1315
11/20/2018,18,1383
11/20/2018,19,1372
11/20/2018,20,1338
11/20/2018,21,1306
11/20/2018,22,1231
11/20/2018,23,1143
11/20/2018,24,1042
11/21/2018,1,987
11/21/2018,2,947
11/21/2018,3,918
11/21/2018,4,927
11/21/2018,5,949
11/21/2018,6,1049
11/21/2018,7,1201
11/21/2018,8,1301
11/21/2018,9,1327
11/21/2018,10,1329
11/21/2018,11,1321
11/21/2018,12,1327
11/21/2018,13,1294
11/21/2018,14,1300
11/21/2018,15,1288
11/21/2018,16,1290
11/21/2018,17,1329
11/21/2018,18,1351
11/21/2018,19,1306
11/21/2018,20,1254
11/21/2018,21,1212
11/21/2018,22,1156
11/21/2018,23,1082
11/21/2018,24,1007
11/22/2018,1,946
11/22/2018,2,915
11/22/2018,3,883
11/22/2018,4,875
11/22/2018,5,884
11/22/2018,6,909
11/22/2018,7,935
11/22/2018,8,988
11/22/2018,9,1039
11/22/2018,10,1092
11/22/2018,11,1125
11/22/2018,12,1156
11/22/2018,13,1165
11/22/2018,14,1158
11/22/2018,15,1146
11/22/2018,16,1124
11/22/2018,17,1113
11/22/2018,18,1099
11/22/2018,19,1050
11/22/2018,20,1030
11/22/2018,21,1015
11/22/2018,22,993
11/22/2018,23,957
11/22/2018,24,911
11/23/2018,1,862
11/23/2018,2,838
11/23/2018,3,836
11/23/2018,4,831
11/23/2018,5,863
11/23/2018,6,940
11/23/2018,7,1025
11/23/2018,8,1091
11/23/2018,9,1129
11/23/2018,10,1158
11/23/2018,11,1161
11/23/2018,12,1169
11/23/2018,13,1162
11/23/2018,14,1170
11/23/2018,15,1175
11/23/2018,16,1193
11/23/2018,17,1225
11/23/2018,18,1251
11/23/2018,19,1203
11/23/2018,20,1161
11/23/2018,21,1124
11/23/2018,22,1087
11/23/2018,23,1025
11/23/2018,24,973
11/24/2018,1,916
11/24/2018,2,883
11/24/2018,3,861
11/24/2018,4,863
11/24/2018,5,906
11/24/2018,6,948
11/24/2018,7,1036
11/24/2018,8,1095
11/24/2018,9,1165
11/24/2018,10,1194
11/24/2018,11,1193
11/24/2018,12,1185
11/24/2018,13,1177
11/24/2018,14,1158
11/24/2018,15,1163
11/24/2018,16,1169
11/24/2018,17,1219
11/24/2018,18,1257
11/24/2018,19,1240
11/24/2018,20,1225
11/24/2018,21,1197
11/24/2018,22,1162
11/24/2018,23,1103
11/24/2018,24,1052
11/25/2018,1,999
11/25/2018,2,965
11/25/2018,3,948
11/25/2018,4,951
11/25/2018,5,960
11/25/2018,6,994
11/25/2018,7,1053
11/25/2018,8,1090
11/25/2018,9,1162
11/25/2018,10,1207
11/25/2018,11,1199
11/25/2018,12,1204
11/25/2018,13,1211
11/25/2018,14,1225
11/25/2018,15,1209
11/25/2018,16,1222
11/25/2018,17,1294
11/25/2018,18,1341
11/25/2018,19,1336
11/25/2018,20,1314
11/25/2018,21,1262
11/25/2018,22,1197
11/25/2018,23,1103
11/25/2018,24,1003
11/26/2018,1,937
11/26/2018,2,907
11/26/2018,3,898
11/26/2018,4,908
11/26/2018,5,969
11/26/2018,6,1091
11/26/2018,7,1263
11/26/2018,8,1383
11/26/2018,9,1382
11/26/2018,10,1367
11/26/2018,11,1364
11/26/2018,12,1351
11/26/2018,13,1341
11/26/2018,14,1321
11/26/2018,15,1310
11/26/2018,16,1323
11/26/2018,17,1372
11/26/2018,18,1407
11/26/2018,19,1387
11/26/2018,20,1350
11/26/2018,21,1296
11/26/2018,22,1221
11/26/2018,23,1104
11/26/2018,24,1008
11/27/2018,1,958
11/27/2018,2,916
11/27/2018,3,888
11/27/2018,4,893
11/27/2018,5,931
11/27/2018,6,1027
11/27/2018,7,1190
11/27/2018,8,1287
11/27/2018,9,1291
11/27/2018,10,1266
11/27/2018,11,1189
11/27/2018,12,1168
11/27/2018,13,1161
11/27/2018,14,1155
11/27/2018,15,1168
11/27/2018,16,1187
11/27/2018,17,1283
11/27/2018,18,1349
11/27/2018,19,1334
11/27/2018,20,1311
11/27/2018,21,1261
11/27/2018,22,1206
11/27/2018,23,1107
11/27/2018,24,1012
11/28/2018,1,945
11/28/2018,2,912
11/28/2018,3,895
11/28/2018,4,896
11/28/2018,5,938
11/28/2018,6,1045
11/28/2018,7,1218
11/28/2018,8,1323
11/28/2018,9,1306
11/28/2018,10,1300
11/28/2018,11,1292
11/28/2018,12,1274
11/28/2018,13,1270
11/28/2018,14,1269
11/28/2018,15,1266
11/28/2018,16,1277
11/28/2018,17,1345
11/28/2018,18,1390
11/28/2018,19,1367
11/28/2018,20,1299
11/28/2018,21,1241
11/28/2018,22,1176
11/28/2018,23,1076
11/28/2018,24,982
11/29/2018,1,947
11/29/2018,2,874
11/29/2018,3,857
11/29/2018,4,863
11/29/2018,5,903
11/29/2018,6,1011
11/29/2018,7,1184
11/29/2018,8,1298
11/29/2018,9,1300
11/29/2018,10,1278
11/29/2018,11,1277
11/29/2018,12,1248
11/29/2018,13,1225
11/29/2018,14,1220
11/29/2018,15,1207
11/29/2018,16,1213
11/29/2018,17,1280
11/29/2018,18,1343
11/29/2018,19,1328
11/29/2018,20,1308
11/29/2018,21,1256
11/29/2018,22,1188
11/29/2018,23,1095
11/29/2018,24,993
11/30/2018,1,925
11/30/2018,2,892
11/30/2018,3,866
11/30/2018,4,874
11/30/2018,5,911
11/30/2018,6,1029
11/30/2018,7,1196
11/30/2018,8,1309
11/30/2018,9,1329
11/30/2018,10,1330
11/30/2018,11,1290
11/30/2018,12,1316
11/30/2018,13,1312
11/30/2018,14,1283
11/30/2018,15,1275
11/30/2018,16,1300
11/30/2018,17,1360
11/30/2018,18,1394
11/30/2018,19,1351
11/30/2018,20,1307
11/30/2018,21,1273
11/30/2018,22,1218
11/30/2018,23,1141
11/30/2018,24,1069
12/1/2018,1,1009
12/1/2018,2,973
12/1/2018,3,933
12/1/2018,4,933
12/1/2018,5,953
12/1/2018,6,1001
12/1/2018,7,1049
12/1/2018,8,1154
12/1/2018,9,1239
12/1/2018,10,1278
12/1/2018,11,1293
12/1/2018,12,1291
12/1/2018,13,1272
12/1/2018,14,1248
12/1/2018,15,1246
12/1/2018,16,1263
12/1/2018,17,1318
12/1/2018,18,1350
12/1/2018,19,1322
12/1/2018,20,1299
12/1/2018,21,1250
12/1/2018,22,1202
12/1/2018,23,1141
12/1/2018,24,1067
12/2/2018,1,1015
12/2/2018,2,971
12/2/2018,3,951
12/2/2018,4,940
12/2/2018,5,949
12/2/2018,6,979
12/2/2018,7,1024
12/2/2018,8,1103
12/2/2018,9,1169
12/2/2018,10,1237
12/2/2018,11,1275
12/2/2018,12,1288
12/2/2018,13,1281
12/2/2018,14,1273
12/2/2018,15,1263
12/2/2018,16,1285
12/2/2018,17,1336
12/2/2018,18,1406
12/2/2018,19,1399
12/2/2018,20,1381
12/2/2018,21,1351
12/2/2018,22,1290
12/2/2018,23,1195
12/2/2018,24,1091
12/3/2018,1,1027
12/3/2018,2,1000
12/3/2018,3,999
12/3/2018,4,1013
12/3/2018,5,1072
12/3/2018,6,1206
12/3/2018,7,1398
12/3/2018,8,1518
12/3/2018,9,1505
12/3/2018,10,1462
12/3/2018,11,1409
12/3/2018,12,1375
12/3/2018,13,1360
12/3/2018,14,1337
12/3/2018,15,1325
12/3/2018,16,1348
12/3/2018,17,1440
12/3/2018,18,1532
12/3/2018,19,1531
12/3/2018,20,1502
12/3/2018,21,1461
12/3/2018,22,1385
12/3/2018,23,1277
12/3/2018,24,1166
12/4/2018,1,1110
12/4/2018,2,1074
12/4/2018,3,1064
12/4/2018,4,1083
12/4/2018,5,1146
12/4/2018,6,1290
12/4/2018,7,1486
12/4/2018,8,1610
12/4/2018,9,1594
12/4/2018,10,1528
12/4/2018,11,1475
12/4/2018,12,1433
12/4/2018,13,1362
12/4/2018,14,1337
12/4/2018,15,1362
12/4/2018,16,1386
12/4/2018,17,1471
12/4/2018,18,1566
12/4/2018,19,1559
12/4/2018,20,1541
12/4/2018,21,1506
12/4/2018,22,1427
12/4/2018,23,1324
12/4/2018,24,1219
12/5/2018,1,1146
12/5/2018,2,1119
12/5/2018,3,1106
12/5/2018,4,1127
12/5/2018,5,1193
12/5/2018,6,1321
12/5/2018,7,1523
12/5/2018,8,1657
12/5/2018,9,1626
12/5/2018,10,1562
12/5/2018,11,1496
12/5/2018,12,1448
12/5/2018,13,1437
12/5/2018,14,1416
12/5/2018,15,1387
12/5/2018,16,1403
12/5/2018,17,1488
12/5/2018,18,1581
12/5/2018,19,1575
12/5/2018,20,1550
12/5/2018,21,1525
12/5/2018,22,1438
12/5/2018,23,1341
12/5/2018,24,1241
12/6/2018,1,1165
12/6/2018,2,1130
12/6/2018,3,1126
12/6/2018,4,1144
12/6/2018,5,1209
12/6/2018,6,1329
12/6/2018,7,1496
12/6/2018,8,1618
12/6/2018,9,1604
12/6/2018,10,1530
12/6/2018,11,1466
12/6/2018,12,1431
12/6/2018,13,1394
12/6/2018,14,1373
12/6/2018,15,1341
12/6/2018,16,1366
12/6/2018,17,1453
12/6/2018,18,1538
12/6/2018,19,1527
12/6/2018,20,1508
12/6/2018,21,1477
12/6/2018,22,1412
12/6/2018,23,1306
12/6/2018,24,1200
12/7/2018,1,1142
12/7/2018,2,1102
12/7/2018,3,1090
12/7/2018,4,1119
12/7/2018,5,1182
12/7/2018,6,1323
12/7/2018,7,1540
12/7/2018,8,1663
12/7/2018,9,1652
12/7/2018,10,1599
12/7/2018,11,1528
12/7/2018,12,1497
12/7/2018,13,1452
12/7/2018,14,1434
12/7/2018,15,1413
12/7/2018,16,1438
12/7/2018,17,1525
12/7/2018,18,1573
12/7/2018,19,1519
12/7/2018,20,1447
12/7/2018,21,1369
12/7/2018,22,1308
12/7/2018,23,1235
12/7/2018,24,1169
12/8/2018,1,1126
12/8/2018,2,1085
12/8/2018,3,1055
12/8/2018,4,1049
12/8/2018,5,1064
12/8/2018,6,1087
12/8/2018,7,1176
12/8/2018,8,1250
12/8/2018,9,1331
12/8/2018,10,1393
12/8/2018,11,1418
12/8/2018,12,1425
12/8/2018,13,1405
12/8/2018,14,1362
12/8/2018,15,1333
12/8/2018,16,1322
12/8/2018,17,1390
12/8/2018,18,1420
12/8/2018,19,1389
12/8/2018,20,1357
12/8/2018,21,1316
12/8/2018,22,1277
12/8/2018,23,1211
12/8/2018,24,1139
12/9/2018,1,1081
12/9/2018,2,1030
12/9/2018,3,1007
12/9/2018,4,992
12/9/2018,5,999
12/9/2018,6,1030
12/9/2018,7,1082
12/9/2018,8,1143
12/9/2018,9,1212
12/9/2018,10,1282
12/9/2018,11,1335
12/9/2018,12,1359
12/9/2018,13,1371
12/9/2018,14,1373
12/9/2018,15,1381
12/9/2018,16,1397
12/9/2018,17,1439
12/9/2018,18,1431
12/9/2018,19,1455
12/9/2018,20,1426
12/9/2018,21,1389
12/9/2018,22,1307
12/9/2018,23,1219
12/9/2018,24,1099
12/10/2018,1,1041
12/10/2018,2,1006
12/10/2018,3,992
12/10/2018,4,974
12/10/2018,5,1061
12/10/2018,6,1152
12/10/2018,7,1342
12/10/2018,8,1435
12/10/2018,9,1417
12/10/2018,10,1393
12/10/2018,11,1430
12/10/2018,12,1390
12/10/2018,13,1351
12/10/2018,14,1329
12/10/2018,15,1325
12/10/2018,16,1347
12/10/2018,17,1433
12/10/2018,18,1490
12/10/2018,19,1466
12/10/2018,20,1413
12/10/2018,21,1371
12/10/2018,22,1307
12/10/2018,23,1195
12/10/2018,24,1095
12/11/2018,1,1024
12/11/2018,2,982
12/11/2018,3,970
12/11/2018,4,987
12/11/2018,5,1030
12/11/2018,6,1152
12/11/2018,7,1340
12/11/2018,8,1458
12/11/2018,9,1444
12/11/2018,10,1434
12/11/2018,11,1411
12/11/2018,12,1410
12/11/2018,13,1402
12/11/2018,14,1400
12/11/2018,15,1375
12/11/2018,16,1397
12/11/2018,17,1450
12/11/2018,18,1477
12/11/2018,19,1453
12/11/2018,20,1427
12/11/2018,21,1372
12/11/2018,22,1304
12/11/2018,23,1189
12/11/2018,24,1094
12/12/2018,1,1029
12/12/2018,2,955
12/12/2018,3,976
12/12/2018,4,981
12/12/2018,5,1036
12/12/2018,6,1169
12/12/2018,7,1360
12/12/2018,8,1483
12/12/2018,9,1474
12/12/2018,10,1454
12/12/2018,11,1426
12/12/2018,12,1392
12/12/2018,13,1408
12/12/2018,14,1383
12/12/2018,15,1372
12/12/2018,16,1400
12/12/2018,17,1462
12/12/2018,18,1503
12/12/2018,19,1483
12/12/2018,20,1457
12/12/2018,21,1410
12/12/2018,22,1346
12/12/2018,23,1225
12/12/2018,24,1126
12/13/2018,1,1051
12/13/2018,2,1021
12/13/2018,3,998
12/13/2018,4,1002
12/13/2018,5,1045
12/13/2018,6,1166
12/13/2018,7,1294
12/13/2018,8,1411
12/13/2018,9,1388
12/13/2018,10,1356
12/13/2018,11,1345
12/13/2018,12,1332
12/13/2018,13,1321
12/13/2018,14,1320
12/13/2018,15,1311
12/13/2018,16,1316
12/13/2018,17,1367
12/13/2018,18,1408
12/13/2018,19,1374
12/13/2018,20,1344
12/13/2018,21,1303
12/13/2018,22,1237
12/13/2018,23,1140
12/13/2018,24,1034
12/14/2018,1,968
12/14/2018,2,927
12/14/2018,3,909
12/14/2018,4,917
12/14/2018,5,961
12/14/2018,6,1092
12/14/2018,7,1269
12/14/2018,8,1413
12/14/2018,9,1425
12/14/2018,10,1402
12/14/2018,11,1380
12/14/2018,12,1372
12/14/2018,13,1360
12/14/2018,14,1340
12/14/2018,15,1313
12/14/2018,16,1339
12/14/2018,17,1393
12/14/2018,18,1421
12/14/2018,19,1300
12/14/2018,20,1248
12/14/2018,21,1226
12/14/2018,22,1180
12/14/2018,23,1146
12/14/2018,24,1079
12/15/2018,1,1022
12/15/2018,2,994
12/15/2018,3,982
12/15/2018,4,964
12/15/2018,5,991
12/15/2018,6,1025
